time_ms,cpu_cores,cpu_psi_some_10,cpu_psi_some_60,cpu_psi_some_300,cpu_psi_full_10,cpu_psi_full_60,cpu_psi_full_300,io_psi_some_10,io_psi_some_60,io_psi_some_300,io_psi_full_10,io_psi_full_60,io_psi_full_300,mem_psi_some_10,mem_psi_some_60,mem_psi_some_300,mem_psi_full_10,mem_psi_full_60,mem_psi_full_300,load_avg_1,load_avg_5,load_avg_15,procs_running,procs_blocked,procs_disk_io
0,12,13.88,3.64,3.11,0,0,0,0,0.02,0.06,0,0.02,0.05,0,0,0,0,0,0,2.81,2.39,2.58,22,0,0
1000,12,13.88,3.64,3.11,0,0,0,0,0.02,0.06,0,0.02,0.05,0,0,0,0,0,0,2.81,2.39,2.58,4,0,0
2000,12,14.99,4.18,3.23,0,0,0,0,0.02,0.06,0,0.01,0.05,0,0,0,0,0,0,2.81,2.39,2.58,33,0,0
3000,12,14.99,4.18,3.23,0,0,0,0,0.02,0.06,0,0.01,0.05,0,0,0,0,0,0,3.78,2.6,2.65,29,0,0
4000,12,16.26,4.76,3.36,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,3.78,2.6,2.65,15,0,0
5000,12,16.26,4.76,3.36,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,3.78,2.6,2.65,4,0,0
6000,12,17.66,5.39,3.5,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,3.78,2.6,2.65,33,0,0
7000,12,17.66,5.39,3.5,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,3.78,2.6,2.65,3,0,0
8000,12,17.54,5.77,3.59,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,4.76,2.83,2.72,2,0,0
9000,12,17.54,5.77,3.59,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,4.76,2.83,2.72,2,0,0
10000,12,17.08,6.07,3.67,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,4.76,2.83,2.72,30,0,0
11000,12,17.08,6.07,3.67,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,4.76,2.83,2.72,31,0,0
12000,12,16.7,6.36,3.75,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.3,3.18,2.84,4,0,0
13000,12,16.7,6.36,3.75,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.3,3.18,2.84,10,0,0
14000,12,18.02,6.94,3.88,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.3,3.18,2.84,34,0,0
15000,12,19.29,7.53,4.03,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.3,3.18,2.84,2,0,0
16000,12,19.29,7.53,4.03,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.3,3.18,2.84,17,0,0
17000,12,20.14,8.07,4.16,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.52,3.27,2.87,23,0,0
18000,12,20.14,8.07,4.16,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.52,3.27,2.87,10,0,0
19000,12,20.66,8.56,4.29,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.52,3.27,2.87,2,0,0
20000,12,20.66,8.56,4.29,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.52,3.27,2.87,19,0,0
21000,12,21.08,9.03,4.42,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.52,3.27,2.87,32,0,0
22000,12,21.08,9.03,4.42,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.32,3.29,2.88,9,0,0
23000,12,20.88,9.39,4.53,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.32,3.29,2.88,20,0,0
24000,12,20.88,9.39,4.53,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.32,3.29,2.88,30,0,0
25000,12,20.9,9.77,4.64,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.32,3.29,2.88,15,0,0
26000,12,20.9,9.77,4.64,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,6.32,3.29,2.88,3,0,0
27000,12,21.28,10.2,4.77,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,7.25,3.53,2.96,5,0,0
28000,12,21.28,10.2,4.77,0,0,0,0,0.01,0.06,0,0.01,0.05,0,0,0,0,0,0,7.25,3.53,2.96,25,0,0
29000,12,21.23,10.56,4.88,0,0,0,0,0.01,0.06,0,0.01,0.04,0,0,0,0,0,0,7.25,3.53,2.96,2,0,0
30000,12,21.23,10.56,4.88,0,0,0,0,0.01,0.06,0,0.01,0.04,0,0,0,0,0,0,7.25,3.53,2.96,3,0,0
31000,12,20.64,10.8,4.97,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,7.25,3.53,2.96,2,0,0
32000,12,20.64,10.8,4.97,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,7.87,3.72,3.02,31,0,0
33000,12,20.16,11.04,5.06,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,7.87,3.72,3.02,2,0,0
34000,12,20.16,11.04,5.06,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,7.87,3.72,3.02,28,0,0
35000,12,19.05,11.13,5.12,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,7.87,3.72,3.02,29,0,0
36000,12,19.05,11.13,5.12,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,7.87,3.72,3.02,2,0,0
37000,12,18.31,11.26,5.19,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,8.44,3.91,3.09,5,0,0
38000,12,18.31,11.26,5.19,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,8.44,3.91,3.09,21,0,0
39000,12,19.34,11.68,5.32,0,0,0,0.18,0.04,0.06,0,0,0.04,0,0,0,0,0,0,8.44,3.91,3.09,19,0,0
40000,12,19.34,11.68,5.32,0,0,0,0.18,0.04,0.06,0,0,0.04,0,0,0,0,0,0,8.44,3.91,3.09,17,0,0
41000,12,21.45,12.31,5.49,0,0,0,0.14,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.44,3.91,3.09,18,0,0
42000,12,21.45,12.31,5.49,0,0,0,0.14,0.03,0.06,0,0,0.04,0,0,0,0,0,0,7.93,3.88,3.08,19,0,0
43000,12,22.28,12.76,5.63,0,0,0,0.12,0.03,0.06,0,0,0.04,0,0,0,0,0,0,7.93,3.88,3.08,37,0,0
44000,12,22.28,12.76,5.63,0,0,0,0.12,0.03,0.06,0,0,0.04,0,0,0,0,0,0,7.93,3.88,3.08,19,0,0
45000,12,23.31,13.25,5.79,0,0,0,0.09,0.03,0.06,0,0,0.04,0,0,0,0,0,0,7.93,3.88,3.08,32,0,0
46000,12,23.31,13.25,5.79,0,0,0,0.09,0.03,0.06,0,0,0.04,0,0,0,0,0,0,7.93,3.88,3.08,4,0,0
47000,12,24.34,13.77,5.94,0,0,0,0.08,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.81,4.13,3.17,35,0,0
48000,12,24.34,13.77,5.94,0,0,0,0.08,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.81,4.13,3.17,6,0,0
49000,12,25,14.24,6.1,0,0,0,0.06,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.81,4.13,3.17,32,0,0
50000,12,25,14.24,6.1,0,0,0,0.06,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.81,4.13,3.17,35,0,0
51000,12,26.09,14.78,6.27,0,0,0,0.05,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.81,4.13,3.17,17,0,0
52000,12,26.09,14.78,6.27,0,0,0,0.05,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.51,4.14,3.18,27,0,0
53000,12,27.34,15.38,6.45,0,0,0,0.04,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.51,4.14,3.18,36,0,0
54000,12,27.34,15.38,6.45,0,0,0,0.04,0.03,0.06,0,0,0.04,0,0,0,0,0,0,8.51,4.14,3.18,8,0,0
55000,12,28.18,15.92,6.62,0,0,0,0.03,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.51,4.14,3.18,33,0,0
56000,12,28.18,15.92,6.62,0,0,0,0.03,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.51,4.14,3.18,20,0,0
57000,12,28.51,16.38,6.78,0,0,0,0.02,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.95,4.31,3.24,19,0,0
58000,12,28.51,16.38,6.78,0,0,0,0.02,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.95,4.31,3.24,37,0,0
59000,12,28.6,16.8,6.94,0,0,0,0.02,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.95,4.31,3.24,38,0,0
60000,12,28.6,16.8,6.94,0,0,0,0.02,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.95,4.31,3.24,23,0,0
61000,12,28.67,17.2,7.09,0,0,0,0.01,0.02,0.06,0,0,0.04,0,0,0,0,0,0,8.95,4.31,3.24,16,0,0
62000,12,28.67,17.2,7.09,0,0,0,0.01,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.91,4.58,3.33,3,0,0
63000,12,28.73,17.58,7.24,0,0,0,0.01,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.91,4.58,3.33,35,0,0
64000,12,28.73,17.58,7.24,0,0,0,0.01,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.91,4.58,3.33,4,1,0
65000,12,28.23,17.86,7.36,0,0,0,0.01,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.91,4.58,3.33,35,0,0
66000,12,28.23,17.86,7.36,0,0,0,0.01,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.91,4.58,3.33,8,0,0
67000,12,26.92,17.96,7.46,0,0,0,0,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.36,4.56,3.33,19,0,0
68000,12,26.92,17.96,7.46,0,0,0,0,0.02,0.06,0,0,0.04,0,0,0,0,0,0,9.36,4.56,3.33,2,0,0
69000,12,26.57,18.19,7.58,0,0,0,0,0.02,0.05,0,0,0.04,0,0,0,0,0,0,9.36,4.56,3.33,8,0,0
70000,12,26.57,18.19,7.58,0,0,0,0,0.02,0.05,0,0,0.04,0,0,0,0,0,0,9.36,4.56,3.33,20,0,0
71000,12,25.74,18.32,7.68,0,0,0,0,0.02,0.05,0,0,0.03,0,0,0,0,0,0,9.36,4.56,3.33,33,0,0
72000,12,25.74,18.32,7.68,0,0,0,0,0.02,0.05,0,0,0.03,0,0,0,0,0,0,10.05,4.78,3.41,37,0,0
73000,12,25.25,18.47,7.78,0,0,0,0,0.02,0.05,0,0,0.03,0,0,0,0,0,0,10.05,4.78,3.41,37,0,0
74000,12,25.25,18.47,7.78,0,0,0,0,0.02,0.05,0,0,0.03,0,0,0,0,0,0,10.05,4.78,3.41,15,0,0
75000,12,24.84,18.62,7.89,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.05,4.78,3.41,18,0,0
76000,12,24.84,18.62,7.89,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.05,4.78,3.41,34,0,0
77000,12,25.05,18.86,8.01,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.77,5.02,3.49,4,0,0
78000,12,25.05,18.86,8.01,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.77,5.02,3.49,3,0,0
79000,12,24.49,18.96,8.11,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.77,5.02,3.49,37,0,0
80000,12,24.49,18.96,8.11,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.77,5.02,3.49,2,0,0
81000,12,24.4,19.13,8.21,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.77,5.02,3.49,22,0,0
82000,12,24.4,19.13,8.21,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,11.19,5.2,3.56,4,0,0
83000,12,23.97,19.22,8.31,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,11.19,5.2,3.56,2,0,0
84000,12,23.97,19.22,8.31,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,11.19,5.2,3.56,20,0,0
85000,12,23.43,19.28,8.4,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,11.19,5.2,3.56,16,0,0
86000,12,23.43,19.28,8.4,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,11.19,5.2,3.56,17,0,0
87000,12,23.35,19.4,8.5,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.45,5.15,3.55,17,0,0
88000,12,23.35,19.4,8.5,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.45,5.15,3.55,20,0,0
89000,12,23.1,19.49,8.59,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.45,5.15,3.55,15,0,0
90000,12,23.1,19.49,8.59,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.45,5.15,3.55,5,0,0
91000,12,23.27,19.63,8.69,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,10.45,5.15,3.55,6,0,0
92000,12,23.27,19.63,8.69,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.69,5.08,3.54,9,0,0
93000,12,23.22,19.75,8.79,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.69,5.08,3.54,2,0,0
94000,12,23.22,19.75,8.79,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.69,5.08,3.54,3,0,0
95000,12,23,19.82,8.88,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.69,5.08,3.54,18,0,0
96000,12,23,19.82,8.88,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.69,5.08,3.54,3,0,0
97000,12,23,19.92,8.98,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9,5.01,3.52,17,0,0
98000,12,23,19.92,8.98,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9,5.01,3.52,2,0,0
99000,12,23,20.02,9.07,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9,5.01,3.52,11,0,0
100000,12,23,20.02,9.07,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9,5.01,3.52,34,0,0
101000,12,23.18,20.15,9.18,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9,5.01,3.52,2,0,0
102000,12,23.18,20.15,9.18,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.48,5.18,3.59,19,0,0
103000,12,23.14,20.25,9.27,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.48,5.18,3.59,25,0,0
104000,12,23.14,20.25,9.27,0,0,0,0,0.01,0.05,0,0,0.03,0,0,0,0,0,0,9.48,5.18,3.59,6,0,0
105000,12,23.48,20.4,9.38,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0,0,0,9.48,5.18,3.59,14,0,0
106000,12,23.48,20.4,9.38,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0,0,0,9.48,5.18,3.59,22,0,0
107000,12,23.03,20.42,9.46,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0,0,0,9.76,5.31,3.64,2,0,0
108000,12,23.03,20.42,9.46,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0,0,0,9.76,5.31,3.64,26,0,0
109000,12,23.39,20.57,9.57,0,0,0,0,0,0.04,0,0,0.03,0,0,0,0,0,0,9.76,5.31,3.64,4,0,0
110000,12,23.39,20.57,9.57,0,0,0,0,0,0.04,0,0,0.03,0,0,0,0,0,0,9.76,5.31,3.64,14,0,0
111000,12,22.59,20.52,9.63,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,9.76,5.31,3.64,29,0,0
112000,12,22.59,20.52,9.63,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,9.94,5.42,3.68,3,0,0
113000,12,21.03,20.31,9.66,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,9.94,5.42,3.68,9,0,0
114000,12,21.03,20.31,9.66,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,9.94,5.42,3.68,15,0,0
115000,12,20.12,20.17,9.7,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,9.94,5.42,3.68,2,0,0
116000,12,20.12,20.17,9.7,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,9.94,5.42,3.68,31,0,0
117000,12,19.01,19.96,9.73,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.35,5.58,3.74,14,0,0
118000,12,19.01,19.96,9.73,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.35,5.58,3.74,7,0,0
119000,12,18.46,19.83,9.78,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.35,5.58,3.74,30,0,0
120000,12,18.46,19.83,9.78,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.35,5.58,3.74,33,0,0
121000,12,17.84,19.67,9.81,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.35,5.58,3.74,28,0,0
122000,12,17.84,19.67,9.81,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.72,5.73,3.8,34,0,0
123000,12,17.68,19.59,9.86,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.72,5.73,3.8,15,0,0
124000,12,17.68,19.59,9.86,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.72,5.73,3.8,32,0,0
125000,12,17.38,19.47,9.9,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.72,5.73,3.8,31,0,0
126000,12,17.38,19.47,9.9,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.72,5.73,3.8,3,0,0
127000,12,16.95,19.32,9.94,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.82,5.84,3.85,14,0,0
128000,12,16.95,19.32,9.94,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.82,5.84,3.85,30,0,0
129000,12,16.95,19.25,9.99,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.82,5.84,3.85,29,0,0
130000,12,16.95,19.25,9.99,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.82,5.84,3.85,30,0,0
131000,12,16.6,19.11,10.02,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.82,5.84,3.85,2,0,0
132000,12,16.6,19.11,10.02,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.2,5.79,3.84,34,0,0
133000,12,16.49,19.01,10.06,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.2,5.79,3.84,30,0,0
134000,12,16.49,19.01,10.06,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.2,5.79,3.84,19,0,0
135000,12,16.22,18.87,10.1,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.2,5.79,3.84,4,0,0
136000,12,16.22,18.87,10.1,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.2,5.79,3.84,4,0,0
137000,12,16,18.75,10.13,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.5,5.93,3.9,2,0,0
138000,12,16,18.75,10.13,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.5,5.93,3.9,30,0,0
139000,12,15.82,18.62,10.16,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.5,5.93,3.9,4,0,0
140000,12,15.82,18.62,10.16,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.5,5.93,3.9,30,0,0
141000,12,15.85,18.54,10.2,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.5,5.93,3.9,2,0,0
142000,12,15.85,18.54,10.2,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.86,6.08,3.96,8,0,0
143000,12,15.87,18.45,10.25,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.86,6.08,3.96,11,0,0
144000,12,15.87,18.45,10.25,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.86,6.08,3.96,15,0,0
145000,12,15.72,18.34,10.28,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.86,6.08,3.96,15,0,0
146000,12,15.72,18.34,10.28,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.86,6.08,3.96,15,0,0
147000,12,15.4,18.2,10.3,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.95,6.18,4,3,0,0
148000,12,15.4,18.2,10.3,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.95,6.18,4,11,0,0
149000,12,15.69,18.16,10.35,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.95,6.18,4,29,0,0
150000,12,15.69,18.16,10.35,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,10.95,6.18,4,3,0,0
151000,12,15.57,18.06,10.38,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,10.95,6.18,4,31,0,0
